ID,H_em,P_cl,T_ICM,T_cl,Z_cl,beta_cl,chisq,cloud_Rin,cloud_Rout,f_cl,grid_rnd_seed,id,n_HI_ICM,n_HI_cl,r_cl,r_gal,sigma_cl,sigma_i,vinf_cl,zeta_Z
1023,1235.076,0.4129763,9286417.0,21367.44,0.175067653802,1.43,657.786245825,0.0,5000.0,3.91096701705,123456,1023,3.341052e-10,0.08593752,142.8041,5000.0,18.41855,94.7041,208.5577,0.0070921424552
1024,912.9855,0.9993812,2014567.0,5854.105,0.12010642328,1.99,473.515051926,0.0,5000.0,5.02565218007,123456,1024,1.453922e-10,2.845618,80.53604,5000.0,83.02578,13.85723,316.6218,0.000250143777579
1025,2123.881,0.5541013,48935980.0,34064.83,0.646975251436,1.62,579.147550558,0.0,5000.0,3.65204670831,123456,1025,2.897448e-10,0.8490028,112.5881,5000.0,16.87538,12.65923,607.3978,0.0084587502916
1026,2941.488,0.4451501,9686443.0,11838.64,0.116577600912,2.36,422.39278507,0.0,5000.0,1.80923147557,123456,1026,5.592373e-09,0.05162478,93.14486,5000.0,89.69566,45.45873,559.3499,0.000165154007403
1027,788.0888,0.2340291,5775052.0,21513.0,0.126123603162,1.44,669.378234403,0.0,5000.0,2.27442000709,123456,1027,9.879507e-11,0.07300509,43.1557,5000.0,23.9517,94.54717,236.5193,0.000282068052663
1028,2343.328,0.4248499,4737060.0,8760.9,0.410959084913,2.37,742.167570492,0.0,5000.0,3.09358609882,123456,1028,3.768691e-09,0.03636727,63.53676,5000.0,40.37805,97.60016,698.5428,0.0410627075154
1029,2293.227,0.01210553,670280.7,31279.23,0.0353540343982,1.82,634.638672773,0.0,5000.0,1.60738670848,123456,1029,7.421251e-12,0.06434516,183.8796,5000.0,22.78624,78.10728,243.8874,0.00217550775469
1030,2173.791,0.9523591,2972377.0,8940.67,0.0779387788143,2.43,442.946174229,0.0,5000.0,2.7579234675,123456,1030,3.199631e-09,1.278577,49.0994,5000.0,24.79335,15.39519,758.0436,0.0187855348301
1031,969.7054,0.5906115,1876341.0,13876.65,0.0588389551527,2.29,1312.16519662,0.0,5000.0,5.3765743645,123456,1031,2.707556e-11,0.7370034,97.77199,5000.0,6.148064,76.98782,749.2144,0.00113524553124
1032,1556.689,0.7703619,12091260.0,19094.5,0.279347136251,2.49,404.496418299,0.0,5000.0,2.71939997127,123456,1032,2.435487e-09,0.03020569,76.77599,5000.0,42.04576,69.50914,186.0198,0.00028946478367
1033,1675.633,0.8498685,850877.1,5893.866,0.181395105662,1.92,619.503235996,0.0,5000.0,6.4885858395,123456,1033,6.316517e-11,0.3806235,143.9681,5000.0,14.44217,16.51302,164.8343,0.00955891151671
1034,2293.309,0.3907887,697135.7,28646.27,0.990790945038,2.35,1409.66962704,0.0,5000.0,1.46904126121,123456,1034,4.529008e-10,2.708747,119.8559,5000.0,46.33267,54.99289,620.7799,0.00976703560338
1035,2340.734,0.4744254,20160770.0,5186.372,0.647140488312,1.52,1507.51624431,0.0,5000.0,1.09116549745,123456,1035,6.591924e-12,1.028235,171.3676,5000.0,78.21488,77.33494,68.83353,0.000123654841112
1036,2630.373,0.2454585,9727417.0,6796.704,0.0686485485659,2.0,1121.95114591,0.0,5000.0,4.41687516919,123456,1036,1.169336e-08,0.06221881,114.1473,5000.0,85.07224,30.20785,586.4994,0.0379014948056
1037,2374.456,0.1327893,399768.9,10636.74,0.653080842211,1.51,329.879067571,0.0,5000.0,2.38897544915,123456,1037,4.280628e-09,1.975515,103.8294,5000.0,92.31487,94.94355,229.1365,0.000265611183792
1038,2919.24,0.223657,36187660.0,21124.81,0.589784416169,1.23,198.940463333,0.0,5000.0,4.07855898955,123456,1038,4.866893e-11,0.9546356,128.2829,5000.0,98.09484,83.50839,256.6215,0.000574654702941
1039,2400.95,0.9598236,777327.6,6783.801,0.130397883997,1.34,1266.5887575,0.0,5000.0,6.19856088549,123456,1039,3.752987e-11,0.1332323,180.4026,5000.0,76.01798,55.79794,796.2973,0.00878088248678
1040,1009.288,0.476203,2741533.0,11101.38,0.104082711706,1.16,3477.94318549,0.0,5000.0,7.64735374058,123456,1040,1.804055e-12,0.09802627,199.782,5000.0,24.1781,79.45306,641.7991,0.0231380855939
1041,2154.049,0.416051,26895970.0,6798.947,0.626503135678,1.41,18551.4241898,0.0,5000.0,3.2242890282,123456,1041,2.081756e-10,0.05531021,30.44741,5000.0,7.628879,6.227443,11.75523,0.0049781577011
1042,2802.171,0.0387787,312949.1,20994.01,0.108253631532,2.08,673.281142567,0.0,5000.0,2.43855537462,123456,1042,6.208095e-07,0.2093951,194.2379,5000.0,49.86423,22.0529,726.1994,0.0504819420166
1043,2624.085,0.3933361,13848920.0,40705.98,0.0349961470871,2.34,611.939439159,0.0,5000.0,5.62027479422,123456,1043,2.456862e-10,0.5342711,92.02377,5000.0,18.17494,57.90726,368.2444,0.0438128653063
1044,1318.728,0.8942495,417315.8,46770.08,0.030733607496,1.62,889.110556968,0.0,5000.0,3.52201476316,123456,1044,5.031497e-08,1.633094,111.5615,5000.0,70.63984,88.6321,743.757,0.00134686183931
1045,1012.763,0.3841817,21375520.0,5304.055,0.76017138632,1.26,330.328633316,0.0,5000.0,7.45654077612,123456,1045,2.274721e-08,0.2378953,38.1694,5000.0,70.93273,59.55264,560.9303,0.000296933603491
1046,1119.31,0.6290477,1783414.0,11485.29,0.0818498229582,2.32,1332.69288887,0.0,5000.0,3.96394884154,123456,1046,7.165614e-11,0.1220333,105.1478,5000.0,33.17445,17.25861,731.7006,0.000106478037207
1047,768.7858,0.01694034,13609470.0,9895.706,0.232571791728,1.35,762.562428934,0.0,5000.0,3.59565991461,123456,1047,3.065167e-09,0.088903,93.36314,5000.0,72.78715,72.20256,416.1216,0.000824054682998
1048,1662.584,0.3508701,36519450.0,9326.511,0.637628086866,1.6,479.6283722,0.0,5000.0,1.81408559072,123456,1048,2.779613e-11,0.06478416,61.89176,5000.0,37.38761,99.60855,733.0583,0.0144025196924
1049,2031.207,0.9179997,46914610.0,17018.15,0.755065297082,2.4,143.286129282,0.0,5000.0,4.60838784411,123456,1049,6.018414e-10,0.7937491,69.33033,5000.0,43.32606,86.56605,394.8035,0.00490130092355
1050,2339.281,0.8368049,1365354.0,7549.64,0.350325628056,2.22,387.185080488,0.0,5000.0,3.86661353823,123456,1050,5.228106e-07,0.09617261,123.443,5000.0,41.56046,78.12947,61.78145,0.00845811943877
1051,1906.268,0.6083626,323441.7,31888.23,0.0345602748889,1.46,2329.89248071,0.0,5000.0,7.12723628239,123456,1051,2.813903e-10,0.04386354,70.01855,5000.0,81.32933,64.16563,749.2177,0.000434397233282
1052,2728.323,0.08795992,2469876.0,7559.398,0.0467507521916,2.26,715.662260442,0.0,5000.0,2.85099365729,123456,1052,3.02721e-11,0.08686949,50.76851,5000.0,36.12344,31.12913,463.9467,0.0289394521717
1053,1693.268,0.02063166,356078.6,10442.22,0.494550410517,2.44,283.324923217,0.0,5000.0,6.80823823935,123456,1053,5.516188e-08,0.606431,137.0311,5000.0,88.1434,46.67054,766.4984,0.030009599885
1054,1228.731,0.39303,35309440.0,32814.56,0.62499485144,1.18,1572.20633873,0.0,5000.0,7.18962967741,123456,1054,5.143963e-09,0.06191051,30.46236,5000.0,27.88679,98.00707,52.19306,0.000135635063366
1055,567.4775,0.2492919,315476.2,21492.29,0.0461984947532,1.1,253.782394112,0.0,5000.0,1.76212531007,123456,1055,1.452159e-08,1.783362,36.68133,5000.0,72.54785,55.32336,468.7607,0.000884529412771
1056,903.7227,0.5911928,1682850.0,10415.51,0.380207693195,1.93,360.746215363,0.0,5000.0,0.835410737015,123456,1056,1.464177e-08,0.5801153,135.7584,5000.0,51.29773,74.32544,290.9934,0.000505945700689
1057,2577.081,0.9446538,5554120.0,31542.19,0.169009275395,2.11,373.49834271,0.0,5000.0,6.61866913162,123456,1057,1.246057e-10,0.4012336,122.653,5000.0,83.07509,48.43799,527.336,0.0594339783361
1058,2173.766,0.9381937,1989885.0,17231.19,0.316771911949,1.7,766.983324437,0.0,5000.0,1.53623081818,123456,1058,1.593017e-10,0.03203469,191.8874,5000.0,75.80613,27.12879,37.24243,0.000126514635343
1059,2763.302,0.6414399,2342451.0,7421.148,0.166687235898,1.85,504.55878533,0.0,5000.0,3.20020579701,123456,1059,2.228996e-09,0.08135128,99.1511,5000.0,28.7608,27.49978,167.2972,0.000896392460658
1060,982.2519,0.557772,24501370.0,46029.85,0.722398583739,1.72,237.892917336,0.0,5000.0,7.91336921349,123456,1060,1.286309e-10,0.8873503,40.02584,5000.0,46.40807,63.78888,554.1586,0.000557937569328
1061,2659.712,0.4034772,2759584.0,32577.2,0.102187377974,1.12,924.638861286,0.0,5000.0,1.42105668522,123456,1061,1.201372e-08,1.039738,108.5768,5000.0,19.09614,75.5829,157.6344,0.012290215683
1062,2636.97,0.7885893,29127810.0,41536.82,0.15770342607,1.26,373.447167642,0.0,5000.0,4.68289982328,123456,1062,3.643034e-11,0.7220547,135.81,5000.0,51.38288,17.31219,735.8849,0.0289477661268
1063,2552.223,0.9834998,42418040.0,6549.048,0.458902367336,2.39,480.041673589,0.0,5000.0,1.38345014188,123456,1063,2.843938e-07,0.4690039,46.65469,5000.0,55.86483,95.5125,395.2981,0.0872114646494
1064,1162.848,0.3021812,6964995.0,25287.49,0.318759815094,2.47,1209.59503748,0.0,5000.0,5.91348498011,123456,1064,4.587309e-09,0.1986736,121.2093,5000.0,42.53816,87.12867,678.4151,0.000184354209373
1065,1814.319,0.8171872,4643889.0,19808.61,0.541497004039,2.36,706.99362548,0.0,5000.0,2.59908439827,123456,1065,1.034492e-07,0.03933296,170.1504,5000.0,89.95082,46.25948,409.503,0.00154911742832
1066,1600.937,0.2857708,8416567.0,13216.69,0.804345148312,1.86,264.839498405,0.0,5000.0,6.49391220201,123456,1066,4.794284e-08,2.646584,92.747,5000.0,77.96402,49.05611,387.7186,0.000434865751334
1067,2315.582,0.4360227,42245640.0,11459.05,0.110755111686,2.13,105.005076743,0.0,5000.0,4.58080074602,123456,1067,2.955459e-10,0.3032121,39.2484,5000.0,72.39758,47.88984,77.31801,0.000152912763487
1068,1415.031,0.5405486,6758080.0,38504.6,0.065934923553,1.22,1488.36346984,0.0,5000.0,4.853986968,123456,1068,9.216804e-07,0.2875326,126.4733,5000.0,63.31657,62.28873,799.6633,0.000386373900638
1069,1879.921,0.793681,20134610.0,5412.164,0.0654129688285,1.25,1459.3935765,0.0,5000.0,7.98884909813,123456,1069,7.428843e-07,0.03286943,137.5808,5000.0,83.96262,25.63433,580.0761,0.0415791224252
1070,2585.231,0.4815167,6376796.0,6446.167,0.0556945211756,2.42,645.823430854,0.0,5000.0,4.85416878857,123456,1070,1.178855e-09,0.4159542,185.5647,5000.0,69.10727,38.49825,341.9907,0.000385171661502
1071,1345.831,0.6599163,33147180.0,15299.38,0.126947850366,2.29,421.808461372,0.0,5000.0,5.58440336503,123456,1071,1.596605e-07,0.6610056,53.79202,5000.0,27.82938,19.13908,101.5462,0.010591266917
1072,935.5169,0.05066181,6207573.0,47502.92,0.320007199896,2.09,431.959573876,0.0,5000.0,3.68524874134,123456,1072,5.422842e-09,0.3477828,197.4923,5000.0,89.39701,30.11076,286.5968,0.0025529627283
1073,1459.25,0.9327584,1087742.0,17822.71,0.145833366678,2.18,547.03544882,0.0,5000.0,6.96068751264,123456,1073,2.090107e-08,0.6372903,65.88708,5000.0,84.2536,75.56759,736.4358,0.000845139751408
1074,1588.976,0.4910316,31785340.0,10270.32,0.0493310279872,1.17,144.05322878,0.0,5000.0,1.61842299056,123456,1074,3.245647e-08,1.612773,61.92176,5000.0,53.70694,83.11252,521.7287,0.000820735711285
1075,580.1935,0.1807927,597258.0,11699.63,0.0304494597296,2.04,3334.01296653,0.0,5000.0,6.73968648332,123456,1075,4.469553e-11,0.433209,146.2474,5000.0,11.78013,74.86316,387.245,0.00101994060372
1076,1037.429,0.4233364,784204.7,18968.34,0.0673695208076,2.15,721.306800939,0.0,5000.0,1.18180710135,123456,1076,1.635958e-09,1.692243,78.86525,5000.0,21.99915,38.8895,527.3861,0.0110885482267
1077,1719.86,0.2524711,2650128.0,9493.699,0.431890207498,1.59,578.022913597,0.0,5000.0,6.30655677089,123456,1077,6.492359e-12,0.07773427,47.45011,5000.0,49.50331,77.90474,236.3164,0.00101772217103
1078,1115.653,0.4053758,20925850.0,7499.39,0.130021699358,1.29,1154.82822352,0.0,5000.0,2.54391359824,123456,1078,6.451755e-07,0.3196408,153.5316,5000.0,60.64746,45.3054,751.8145,0.00203003654645
1079,614.9009,0.2569302,14532330.0,7401.96,0.799519405433,1.88,1282.4355074,0.0,5000.0,6.77498056295,123456,1079,4.810845e-07,0.192678,42.63765,5000.0,55.10855,64.06624,652.3747,0.000477454820058
1080,1115.935,0.6496994,4539324.0,8366.331,0.210616967564,2.09,210.230290488,0.0,5000.0,2.39914463159,123456,1080,8.810776e-10,1.360266,54.59402,5000.0,82.96852,78.8909,176.7235,0.00804348152331
1081,672.2037,0.8132999,1456452.0,46545.19,0.175280646986,1.96,2023.04440303,0.0,5000.0,5.27350171558,123456,1081,1.094914e-11,0.09019427,166.0666,5000.0,86.52731,56.34164,353.019,0.000134590257578
1082,1417.369,0.09298414,715320.3,6813.503,0.292976585854,1.98,295.428649209,0.0,5000.0,7.63296943036,123456,1082,1.853576e-08,2.530735,133.9368,5000.0,80.86765,29.27467,104.7307,0.0112340409329
1083,1665.043,0.0007221399,40853620.0,14516.17,0.63872449556,2.29,1442.64166335,0.0,5000.0,7.99171707834,123456,1083,1.457961e-12,0.03230565,75.59591,5000.0,80.73519,12.48152,233.0223,0.00375310258176
1084,1210.75,0.2563369,3176647.0,44033.76,0.658503817838,2.18,2611.36456891,0.0,5000.0,5.72891279648,123456,1084,5.735195e-08,0.03041381,98.74223,5000.0,35.70434,38.68349,793.4629,0.0144279564403
1085,553.358,0.01794493,37632070.0,7826.423,0.0891475056355,1.97,363.426196201,0.0,5000.0,1.43010940643,123456,1085,8.242907e-08,0.7319239,197.0131,5000.0,18.02964,14.96939,130.9032,0.00357971849218
1086,2959.844,0.1430398,2048346.0,10651.04,0.443488349192,1.69,219.408884508,0.0,5000.0,5.068826188,123456,1086,5.973912e-11,0.5808696,44.45746,5000.0,96.20647,59.13741,477.0574,0.00932837988731
1087,1523.435,0.8820743,1784383.0,6828.536,0.149551922936,1.46,614.112101378,0.0,5000.0,1.95567966208,123456,1087,1.654463e-11,0.05795878,199.8552,5000.0,55.00057,25.39697,578.4557,0.016402250276
1088,1855.586,0.7791609,1782403.0,7063.225,0.11429636523,1.34,603.875485822,0.0,5000.0,5.25830941503,123456,1088,1.569312e-08,0.4825863,136.7154,5000.0,95.71008,30.97603,733.0809,0.0032106017249
1089,1316.553,0.3556469,15263230.0,22161.7,0.0399937676974,2.24,1739.17959673,0.0,5000.0,5.85948602975,123456,1089,2.343036e-09,0.1700816,127.9218,5000.0,17.85389,53.22232,500.778,0.0023735258382
1090,1303.189,0.4489517,20252130.0,21166.75,0.0729349384015,2.04,560.40202016,0.0,5000.0,2.84403106094,123456,1090,1.029507e-09,0.1086309,104.2145,5000.0,14.64098,93.36986,216.5075,0.0227745991345
1091,2238.252,0.75794,1198071.0,10220.83,0.0393358972264,2.03,583.220722182,0.0,5000.0,2.81523124945,123456,1091,9.060706e-10,0.03573212,59.68079,5000.0,59.97058,90.64701,394.9529,0.00647778267199
1092,2708.154,0.3247424,1886687.0,13600.26,0.107356690212,1.25,1429.78102519,0.0,5000.0,7.41471274216,123456,1092,4.57086e-12,0.05905441,191.5248,5000.0,95.97764,5.042272,376.3248,0.00100607993394
1093,834.4419,0.7730977,1641744.0,8120.04,0.473004833366,1.46,2125.26592883,0.0,5000.0,6.98727387626,123456,1093,9.543253e-08,0.06583197,96.6064,5000.0,65.65126,20.87751,401.2759,0.00678632198922
1094,2922.208,0.4025721,1179093.0,18215.15,0.213719831362,2.25,373.055458655,0.0,5000.0,5.16666139644,123456,1094,4.204086e-11,0.4426534,82.22285,5000.0,50.38057,31.29231,452.8299,0.000511613650061
1095,1246.305,0.5464407,3170115.0,46850.32,0.0395467086977,1.87,1806.56324982,0.0,5000.0,6.52641567007,123456,1095,4.320014e-08,0.118008,36.42639,5000.0,15.28669,23.94032,746.5558,0.00185945948102
1096,579.5394,0.9851246,2437931.0,5301.071,0.0628532302594,1.51,987.071077751,0.0,5000.0,6.25842223024,123456,1096,6.292104e-07,0.3317489,125.8574,5000.0,82.72707,54.34271,28.30336,0.0041679577008
1097,2695.953,0.2949469,369905.6,15847.34,0.0498257548085,2.26,501.317047885,0.0,5000.0,4.80842641393,123456,1097,9.321248e-12,0.9319052,165.3764,5000.0,32.06956,52.15414,236.3569,0.0319854168861
1098,1144.657,0.1356938,47990990.0,15952.89,0.240286578512,2.25,504.642778887,0.0,5000.0,3.67463465384,123456,1098,4.414498e-08,0.6231172,147.6408,5000.0,93.0046,70.15718,526.9213,0.0280111908486
1099,1451.49,0.8609453,16221280.0,22644.85,0.450586402555,2.34,113.215138944,0.0,5000.0,5.52525752688,123456,1099,1.507635e-09,0.3777695,62.50998,5000.0,57.79831,12.46823,53.09402,0.0531051330359
1100,506.7312,0.009831454,34806000.0,7391.427,0.100256513634,1.36,2472.75316082,0.0,5000.0,2.34461337664,123456,1100,7.92152e-11,1.991707,107.456,5000.0,12.37837,81.13088,64.62739,0.00102888640763
1101,1831.484,0.47706,17642990.0,9221.276,0.0419093447652,2.41,431.945456446,0.0,5000.0,1.59781542746,123456,1101,1.187808e-10,1.01704,57.23614,5000.0,34.91546,63.76979,557.2125,0.0348325053871
1102,2396.428,0.6070386,7859668.0,14633.33,0.627098153846,1.21,401.151090549,0.0,5000.0,3.3866211168,123456,1102,1.199314e-12,2.670145,108.0135,5000.0,83.75102,53.73362,193.9717,0.0158403490162
1103,2588.564,0.715866,1181067.0,29999.31,0.325638081703,1.27,539.076414929,0.0,5000.0,1.32781980652,123456,1103,1.012678e-12,2.175701,113.811,5000.0,79.26283,66.81911,91.28604,0.0310069680803
1104,2193.172,0.6756054,11534440.0,37455.26,0.292189602977,1.11,700.602555003,0.0,5000.0,1.60847996297,123456,1104,8.196716e-11,2.121992,147.452,5000.0,22.5936,23.0903,653.3706,0.0183694230847
1105,2110.838,0.9618473,5846242.0,11983.48,0.0994448291986,1.12,204.822266835,0.0,5000.0,5.69831970462,123456,1105,1.510433e-09,0.9867774,154.2943,5000.0,81.71412,32.38145,295.5223,0.0211109566381
1106,2804.345,0.3872533,12183280.0,5379.725,0.232180988873,1.91,3145.31611653,0.0,5000.0,1.34177956841,123456,1106,9.305485e-12,0.1017057,164.1693,5000.0,39.77819,6.412279,598.1964,0.0169642388201
1107,2881.953,0.4675884,22548240.0,39457.46,0.67296615449,2.41,2479.09487269,0.0,5000.0,0.875518796597,123456,1107,9.133649e-09,0.4752979,46.36451,5000.0,46.91312,19.27865,74.00295,0.011235786984
1108,1799.621,0.3722653,7548625.0,10207.94,0.331967592742,2.03,455.575781057,0.0,5000.0,2.47448427807,123456,1108,6.775744e-11,1.239352,86.54664,5000.0,31.33511,56.10677,389.3353,0.0302175393645
1109,1239.571,0.329294,400587.3,13771.98,0.0360095606108,1.67,1020.36196097,0.0,5000.0,6.6498156894,123456,1109,2.596482e-07,1.519359,167.0007,5000.0,25.56117,36.88707,543.8452,0.00144221209264
1110,2278.198,0.3234245,2386462.0,16766.83,0.61724981827,1.23,1766.99245086,0.0,5000.0,2.5048819679,123456,1110,2.804604e-10,0.119683,88.45306,5000.0,32.08504,92.34798,2.248808,0.00038222159938
1111,1196.815,0.04996646,4487297.0,36422.46,0.0418465581957,2.13,942.363035222,0.0,5000.0,7.01163296947,123456,1111,1.817309e-07,0.4415068,180.5343,5000.0,87.11109,60.9791,187.8263,0.00772699768567
1112,1375.22,0.6435301,1506971.0,43953.49,0.33998027036,1.53,570.607122518,0.0,5000.0,2.57072990219,123456,1112,1.165752e-07,0.1636117,108.3974,5000.0,52.86248,80.75818,505.029,0.00787904999143
1113,2892.861,0.9436482,368962.5,5469.694,0.787911095696,1.91,229.140691505,0.0,5000.0,6.4209174359,123456,1113,2.449275e-11,0.2260453,36.48026,5000.0,90.87129,67.13991,693.6723,0.0871211245303
1114,2620.121,0.6363486,1222968.0,5969.807,0.348075073835,1.7,1494.82522131,0.0,5000.0,5.00412165391,123456,1114,1.099957e-09,0.03703181,143.7833,5000.0,95.43113,71.87997,612.5853,0.00511840628037
1115,1406.272,0.6659867,3968874.0,5920.545,0.0532929975872,2.28,682.213293701,0.0,5000.0,1.26500597513,123456,1115,6.696348e-10,2.388948,156.8167,5000.0,74.76935,27.91049,55.19046,0.0163372381965
1116,2477.495,0.6654375,45442870.0,32261.28,0.156725708468,2.3,421.812045152,0.0,5000.0,0.918493806604,123456,1116,7.821168e-09,0.3286598,123.8981,5000.0,34.62157,25.65847,274.6221,0.00416520006133
1117,1543.398,0.2369922,5933166.0,8302.816,0.0310315248268,1.42,256.903219676,0.0,5000.0,5.05118819602,123456,1117,9.090048e-12,0.04490556,136.0592,5000.0,54.16497,92.03185,91.46484,0.000567599995437
1118,2332.963,0.6067859,17314820.0,7284.108,0.230300424149,1.17,215.341283771,0.0,5000.0,3.38145895996,123456,1118,1.445951e-08,0.3664985,115.0669,5000.0,54.61229,6.265735,318.7339,0.00203268750912
1119,2539.36,0.1395136,8865817.0,5304.929,0.21656988048,1.16,413.228023657,0.0,5000.0,4.03729593733,123456,1119,2.697829e-11,1.874751,146.9034,5000.0,69.66267,21.71324,383.6635,0.0472843218602
1120,2989.673,0.5253029,22800820.0,41705.37,0.187331599608,1.62,331.405353506,0.0,5000.0,3.59899324282,123456,1120,4.40423e-12,1.799209,49.48363,5000.0,31.81342,68.88644,557.5708,0.024484388188
1121,1392.006,0.09446316,1423221.0,14325.41,0.0365505185358,1.38,363.703129221,0.0,5000.0,5.23341271999,123456,1121,6.553632e-12,0.1169254,108.1416,5000.0,65.47847,58.52839,140.6793,0.00165602796664
1122,2107.165,0.1025137,466156.5,8471.57,0.157007084429,1.91,539.593927268,0.0,5000.0,3.84018870415,123456,1122,2.829352e-11,0.3981549,169.6942,5000.0,7.226339,26.03257,154.5555,0.00143775889111
1123,1588.322,0.1301349,1021114.0,5544.045,0.301367742582,1.1,556.104090981,0.0,5000.0,4.34090905441,123456,1123,5.388737e-10,1.438063,56.03394,5000.0,13.18676,47.6107,432.265,0.0535538761929
1124,2316.475,0.03731955,3218170.0,11904.8,0.384197367851,2.05,326.419303341,0.0,5000.0,3.18326857845,123456,1124,1.301004e-12,0.7228087,138.6768,5000.0,59.41803,66.63473,246.9405,0.00312165049137
1125,1098.395,0.6676974,1078844.0,18848.61,0.99632467442,1.72,715.540640388,0.0,5000.0,5.38537525288,123456,1125,6.459115e-07,0.9131708,60.42925,5000.0,33.95841,41.94831,549.7439,0.000249319866843
1126,715.8457,0.1372724,22809780.0,24564.2,0.0874667097176,1.69,1128.00604757,0.0,5000.0,6.43881348728,123456,1126,1.557779e-11,1.077792,100.9336,5000.0,56.97269,18.53156,366.0932,0.0200747643573
1127,914.9799,0.7166866,44711650.0,37554.06,0.0727086794878,2.0,1434.39982049,0.0,5000.0,6.84600411718,123456,1127,3.020842e-09,0.5722999,125.7657,5000.0,46.34643,41.72094,705.0572,0.0552653925418
1128,1592.293,0.300966,928479.1,6818.016,0.0950879525465,2.44,1112.51244063,0.0,5000.0,5.59470124163,123456,1128,1.955217e-09,0.0616014,94.17527,5000.0,90.60209,23.21804,220.3917,0.00904082329449
1129,2460.784,0.4774938,506235.7,13054.51,0.160415689468,1.34,1134.32043579,0.0,5000.0,6.63302375117,123456,1129,7.670169e-12,0.1390028,180.4206,5000.0,44.53311,42.04849,778.2078,0.0303082020356
1130,756.0162,0.3152098,1872139.0,16352.26,0.713257301663,2.5,1332.84839527,0.0,5000.0,4.04856377265,123456,1130,3.421276e-09,0.9970845,118.4144,5000.0,36.19742,45.23544,42.80707,0.0330945505942
1131,1486.436,0.350082,21255940.0,20251.32,0.840654707172,1.28,604.457754778,0.0,5000.0,7.90987631874,123456,1131,1.136319e-11,0.1144084,117.6977,5000.0,16.25033,20.2712,471.6291,0.054352563046
1132,2178.174,0.3741833,1935215.0,5295.951,0.291981609448,1.94,943.357496327,0.0,5000.0,3.05882683823,123456,1132,1.777929e-09,0.04873372,172.8892,5000.0,48.45999,70.77445,619.6917,0.0319106525673
1133,2694.175,0.9830609,29492920.0,16054.73,0.0328881800261,1.18,410.227366746,0.0,5000.0,7.41021216982,123456,1133,5.965667e-11,1.384377,104.7887,5000.0,75.27602,16.99725,522.6422,0.00648710730038
1134,1692.477,0.2383897,31155930.0,23892.85,0.630242893525,1.24,1254.84100228,0.0,5000.0,6.17511385833,123456,1134,2.463866e-09,1.205837,83.60609,5000.0,15.24766,47.22969,276.5004,0.000116479736842
1135,2917.221,0.187345,29599590.0,25573.56,0.209947798819,2.48,388.155762579,0.0,5000.0,5.07291433734,123456,1135,3.281052e-07,1.278132,145.7858,5000.0,39.97749,84.2949,523.9515,0.000231951923197
1136,1032.643,0.01035852,2231711.0,6693.561,0.085353202635,2.06,3818.49983959,0.0,5000.0,7.97743234429,123456,1136,2.145722e-12,0.03899617,129.0874,5000.0,75.6185,58.31927,619.0989,0.00343990989809
1137,1469.135,0.1173274,2156567.0,35803.29,0.196605878601,1.62,500.627842517,0.0,5000.0,5.4145187121,123456,1137,1.925877e-07,0.619365,175.7098,5000.0,89.93695,37.28431,330.0862,0.000483799148927
1138,2177.779,0.5089065,413439.4,30643.5,0.0913408121056,2.26,440.41374949,0.0,5000.0,6.06667551375,123456,1138,6.840489e-07,0.07564878,74.33711,5000.0,37.13777,63.80334,66.82711,0.0393797807199
1139,2216.407,0.1533113,2267157.0,13474.09,0.15447223457,1.44,1193.29655238,0.0,5000.0,4.04763891422,123456,1139,7.592196e-09,0.03405926,44.52316,5000.0,49.81701,60.58842,663.775,0.00207675162432
1140,1568.817,0.4919139,5962795.0,11805.7,0.183167020573,1.39,2014.84935151,0.0,5000.0,7.44444412488,123456,1140,2.638252e-09,0.07634311,156.4641,5000.0,12.63722,39.6871,349.0867,0.00010339001654
1141,1180.441,0.8898843,3383639.0,40059.17,0.905158318863,1.93,115.927266628,0.0,5000.0,5.07868179339,123456,1141,3.129334e-11,1.637297,32.12592,5000.0,79.4693,77.80058,311.8844,0.00704985311666
1142,2403.974,0.9038353,9586962.0,17893.37,0.225519205774,1.37,894.907973018,0.0,5000.0,4.036310431,123456,1142,2.948017e-08,0.04773252,44.47262,5000.0,5.395744,37.13696,677.2484,0.016449012171
1143,1902.693,0.4250448,15939370.0,33420.39,0.194227551648,2.3,456.643312881,0.0,5000.0,2.66092154393,123456,1143,8.020796e-09,0.190181,108.7067,5000.0,67.876,68.38277,795.3654,0.0227005634499
1144,1837.751,0.1640939,1271917.0,7066.743,0.0426868001185,2.32,825.542336434,0.0,5000.0,4.47488172252,123456,1144,2.896529e-07,1.812539,143.0323,5000.0,77.45976,62.21401,713.7513,0.0436329416729
1145,2133.953,0.01600514,2438458.0,28173.4,0.0805242374365,2.2,515.99473257,0.0,5000.0,2.72028073734,123456,1145,6.905297e-12,2.475138,85.61989,5000.0,16.21374,45.88899,186.3497,0.0869379213585
1146,2101.971,0.3519233,924834.8,18542.96,0.927566192135,1.78,1255.86377843,0.0,5000.0,2.00450290691,123456,1146,1.38621e-10,0.9248002,88.3929,5000.0,35.33637,28.75453,662.7364,0.000532716506692
1147,2734.688,0.2841408,8236775.0,43772.8,0.16550342939,1.49,429.127490357,0.0,5000.0,2.94916796332,123456,1147,2.369741e-07,0.1603055,133.8703,5000.0,52.98511,84.72394,271.2167,0.00107279887466
